order_id,payment_sequential,payment_type,payment_installments,payment_value,payment_diff
CMjBB0f86Jua,1,wallet,1,370.1,-154.21000000000004
5ZbBWMWKW0rJ,1,credit_card,1,410.84,374.49000000000007
aLmZ6YSFARh8,1,voucher,1,33.48,115.19
jgc8dPphr8ai,1,credit_card,9,228.61,-119.98000000000002
xsVdWjUjeNxw,1,credit_card,3,86.57,21.460000000000008
D0WTfLpZaRAs,1,credit_card,1,12.33,115.68999999999998
W5rAxbKQRZxA,1,credit_card,1,33.2,151.2
rZkrkcQsY3Pb,1,wallet,1,50.26,56.93
PjzWtHRFbJ0Z,1,credit_card,8,350.54,-249.18
MJ19etKMGVrc,1,credit_card,8,195.17,528.9300000000001
Gq2bqTJn03xS,2,credit_card,1,191.65,2059.81
E3ldjBu6vynL,1,credit_card,4,139.01,-74.13999999999999
QA3vHOAkTDWf,1,voucher,1,137.01,51.920000000000016
bIkJ1XqqB8a7,1,credit_card,1,119.15,-63.080000000000005
dQZxl1Y6TidQ,1,credit_card,6,347.97,86.51999999999998
9uQHoNFMW6f0,1,wallet,1,106.93,71.31
NJnjUPYzTMKP,1,credit_card,8,218.54,-57.48999999999998
e3XKiYYemKoy,1,voucher,1,316.57,-194.18
LkvXfbVI3q2Y,1,credit_card,10,57.34,197.33
hSq2GtQPUEc4,1,credit_card,1,14.02,873.14
b5vYrwxBpkDt,1,wallet,1,211.44,527.3199999999999
deoBERCiMcVR,2,voucher,1,36.8,137.44
QexXpVpnWHi6,1,credit_card,6,91.08,365.34000000000003
HResW3071PUF,1,credit_card,1,126.72,-36.28
fI0Ttso94mAn,1,credit_card,2,424.62,-350.85
V0u00G8esrxr,1,credit_card,4,139.96,30.889999999999986
TeW6WabhPF8P,1,credit_card,8,226.98,310.0899999999999
GyPRwBaz4q5Z,1,credit_card,4,52.37,36.28000000000001
QKVBvVrUSOMS,1,credit_card,3,83.04,191.60999999999996
J2kNfaqDm1KA,1,credit_card,1,141.65,421.63
So7TrFTJMNCy,1,credit_card,1,61.96,76.29999999999998
jyO0aQIT0ij8,1,credit_card,5,107.09,369.77
IIFyq1L5a07S,1,credit_card,2,237.59,286.92999999999995
NEiRVoMuIsRU,1,credit_card,1,9.93,58.36000000000001
IBHbRW17skUT,2,voucher,1,293.5,-134.26
es0G69yaMJf0,1,credit_card,1,25.52,99.66
Grb5MR9xm7Wm,1,wallet,1,222.04,608.86
u4QZd5xUn4c2,1,credit_card,2,236.71,-68.03
NkChZX6Mos8n,1,credit_card,8,19.18,62.68
UdMhSpSTbAh4,1,credit_card,1,53.8,542.1
JZXns7eOA3wq,1,credit_card,8,379.5,-120.86000000000001
Fzfv47W9UyVV,1,credit_card,1,260.27,2039.7800000000002
c1E5C9Hz6eA2,1,credit_card,2,514.6,-339.28000000000003
QPenaAjUbbba,1,credit_card,2,58.05,284.26
lUnbMrygWObE,1,credit_card,1,89.31,89.24000000000001
3TJ37aT1N0l5,1,credit_card,6,268.0,657.42
UVNBakt4s9na,1,credit_card,10,260.08,-104.06999999999996
iDVqDW1WSeqA,1,wallet,1,296.81,-99.15
kylWOGKnRGY7,1,credit_card,1,68.34,757.3
lVZb9egit3Bu,1,voucher,1,145.48,98.99000000000001
4SRGUsYrg1Al,1,credit_card,1,19.67,1217.9299999999998
L1u9C6qFvnXO,1,credit_card,1,31.07,19.65
9fuPAfPDOY80,1,credit_card,2,9.18,215.79000000000002
Scr0zzI7dGaN,1,credit_card,3,154.45,2014.1499999999999
7rhWYDX8pNho,7,voucher,1,171.93,919.03
a9EXgAcdyU3f,1,credit_card,5,150.99,34.379999999999995
MQsOfw9UIzbr,1,credit_card,3,77.85,-47.489999999999995
3B3gFgv4R0YR,1,credit_card,2,154.45,-70.35999999999999
wyzfsvY2Stqq,1,credit_card,8,114.22,-85.41
94WdYrcywd8g,1,wallet,1,130.2,97.34000000000003
MpFLJxHDdgsn,1,credit_card,1,619.07,-385.85
zFjhPZShZ87g,1,credit_card,3,673.23,-543.8
2nsWPL86ugK7,1,credit_card,1,294.3,-79.75
LFD56oMcr2ph,1,credit_card,7,40.22,435.78999999999996
VYU8OAadVZYt,1,credit_card,2,174.36,-43.55000000000001
H4OEjmx665mq,1,credit_card,3,102.61,431.39
bqBVYRfE31EF,1,credit_card,2,239.68,-78.35000000000002
kUGnXT70FzOu,1,credit_card,2,194.74,-85.63000000000001
yNmpotoXf9F1,2,debit_card,1,252.07,-99.19999999999999
vc0m1qclXWMF,1,wallet,1,206.75,-196.38
JkCGD0Srt6Dy,1,credit_card,4,412.59,-124.42000000000002
lAn4UHu7sQds,1,credit_card,4,279.0,502.0
xBTzTU1ILY3x,1,credit_card,3,404.44,-270.78999999999996
ipNhyJuOfrp8,1,credit_card,5,38.79,154.04999999999998
c8CqGVBKEmlV,1,credit_card,1,101.36,193.87999999999994
ZR1yXZOMB0Ch,1,credit_card,10,222.33,-103.46000000000002
vOOighzELdZv,1,credit_card,1,87.73,52.27999999999999
JOOz5ImyxyuM,1,credit_card,5,130.32,41.84
FgDp5RgpSyC2,1,credit_card,4,136.13,-95.31
yJhIfXynYpC2,1,credit_card,3,284.49,-174.77
VMGZpqdMz75r,1,credit_card,10,352.55,-285.12
RcuGBtrZrtUZ,1,credit_card,8,209.74,63.71999999999997
s4wwLrfA3a02,1,credit_card,1,521.64,329.06999999999994
Exk6iqpCmgln,1,credit_card,5,54.64,-38.18
5fxjdFne2818,1,debit_card,1,619.44,-416.07000000000005
Uk1m5nZDozfD,1,credit_card,4,313.99,-249.54000000000002
LTSL7ogEazmj,1,credit_card,1,282.18,143.38
VBLWqsFjufns,1,credit_card,10,1158.54,-321.8399999999999
xHXoZETsUeNZ,1,credit_card,6,1693.31,-1461.11
knp1kixGMLo7,1,credit_card,2,320.89,-169.20999999999998
ELx6yrZsvrPz,1,credit_card,4,184.37,-17.640000000000015
IpyyU4LWPrG6,2,voucher,1,170.23,431.6
FdQtlXPWaltP,1,credit_card,5,250.26,275.02
dwiGMe7RedYn,1,credit_card,5,723.2,-647.9100000000001
BwELpdfnJWvP,1,credit_card,1,176.59,634.37
TLTGGd8fBdJ5,1,credit_card,1,158.74,95.33999999999997
wnQvAnId61Ir,1,credit_card,3,76.07,75.07999999999998
ugi2ukhICmvK,1,credit_card,1,203.52,-110.14000000000001
PcTu7rKBYsq9,1,credit_card,1,1556.67,-1485.3300000000002
YddvYBCo68az,1,credit_card,1,497.91,-399.34000000000003
D7zEJIZPaVGj,1,credit_card,2,336.13,-324.28
1uypTwnxuJ3r,1,wallet,1,305.0,-228.75
nJnvHHQVJWK9,1,wallet,1,450.42,115.30999999999989
ywkcH4repR16,1,credit_card,4,54.64,-38.18
92BUc7dO6Gvn,1,credit_card,3,178.53,-71.35
QEKcJirpoB6q,1,credit_card,1,198.44,206.83999999999997
F1lWkTqTjrv1,1,wallet,1,90.74,88.14
NVnOJUdorj0g,1,credit_card,2,221.69,144.67000000000002
YaR2hACRITM0,1,credit_card,1,26.24,264.13
BsfLTkP4oBwN,1,credit_card,4,71.65,31.629999999999995
jVQMu1Rsl6rU,1,credit_card,8,698.63,-542.1700000000001
j1ZUbAX7tG1P,1,debit_card,1,187.19,1453.26
v5WU2jMJx0Ta,1,credit_card,1,213.11,-165.68
KmN8qdTzoMWR,1,credit_card,5,328.72,-207.22000000000003
gHhtPngLDBJu,1,credit_card,1,272.95,577.29
RJcBcRqlqlGN,1,credit_card,12,53.95,119.24
SSPhEAMhqnb9,1,credit_card,1,177.44,131.36
qp9qj3jDvraq,1,credit_card,10,203.64,-15.659999999999997
pZipeJufX8L7,1,credit_card,6,413.59,1825.34
51VZ53QNrw2G,1,credit_card,5,155.29,984.26
RImjkTLqWUnn,1,credit_card,7,18.6,1179.06
catIzKZx39aY,1,credit_card,1,227.0,-103.14
sCkoPEJiN1jn,1,credit_card,4,198.37,233.73000000000002
8VneFIdXVVan,1,credit_card,2,238.38,-73.25999999999999
lj42vKwlRYmd,1,credit_card,4,975.92,-729.24
OaDndXryT1A1,1,credit_card,3,1013.59,-936.77
0jW2upHlhD6G,1,credit_card,1,370.02,-238.58999999999997
acOiDSs34H8q,1,wallet,1,198.21,-131.05
VbuJdmDpy256,1,credit_card,3,164.22,458.83000000000004
VrQFBlLNg9ET,1,credit_card,1,130.88,73.34
UgJDVuk93Y17,1,wallet,1,177.87,-97.98
OGjaczXdJHfE,1,credit_card,1,115.45,1283.54
JUXo0PkC9si7,1,credit_card,2,172.74,-97.88000000000001
JNMIfujcNLhZ,1,credit_card,1,91.16,735.71
ZCrygQlbrcgK,1,credit_card,5,133.22,-52.629999999999995
ADdPYXDYVNnW,2,voucher,1,517.72,267.61
1R2BkGHDubVQ,1,credit_card,9,218.0,258.04
W1ilZb3xwBKQ,1,credit_card,2,829.17,-602.93
K9xY3bK2KVIp,1,wallet,1,238.78,-76.56
pxvWetmD8Y0i,1,wallet,1,556.24,-357.65000000000003
ARw3QdfTm39C,1,voucher,1,406.35,-303.61
iuxsrDfxwq1s,1,wallet,1,33.49,86.63
B8SkZOdCtMEJ,1,credit_card,1,12.49,1521.31
BP1kzXnncSSx,1,credit_card,4,236.37,73.25
Omm7z5wTfysZ,1,credit_card,1,90.04,1231.56
VBctRQuBpgQr,1,credit_card,2,238.5,465.06000000000006
maeZqxsUV2Cj,1,wallet,1,124.72,41.860000000000014
tBvMeJRgo97M,1,wallet,1,638.08,-453.64000000000004
Pb5I9Kp5yFu3,1,credit_card,7,75.65,147.32
UmcNl6BOxGKh,1,wallet,1,131.43,-28.689999999999998
nyRniYkBvyWp,2,voucher,1,134.81,294.95
bVSuo0GiVkWu,1,credit_card,6,217.64,-99.92999999999998
t3V1KaAWjCJN,1,wallet,1,138.79,-85.03999999999999
4v73bmoix7Qf,1,credit_card,5,628.18,-328.97999999999996
mJPRTA2qR4U9,1,wallet,1,194.45,765.6600000000001
QtMwAHWuKrd1,1,wallet,1,222.86,317.78999999999996
KNhepMwrQHrI,1,wallet,1,336.06,-273.61
XmxP7nehmoeq,1,credit_card,1,59.01,45.28000000000001
RcgFROszdZwa,1,credit_card,1,89.28,801.54
dJZ5NdXOimV2,1,wallet,1,548.08,252.7199999999999
HilQatmEXIpM,1,wallet,1,1963.14,-1638.1200000000001
N5ssgPPFyTI0,1,credit_card,1,216.74,-193.91000000000003
8ZQ5VmxEKpRe,1,wallet,1,85.21,404.04
U6c9aYy1qBto,1,credit_card,1,1097.17,-987.0000000000001
yEqipUXQzLiz,1,credit_card,2,261.35,-103.70000000000005
tsJqXyQjjmL0,1,wallet,1,390.63,-134.81
hNtqprvJ4THE,1,credit_card,1,19.08,1992.77
nTQk5OvqxVXq,1,credit_card,6,626.48,-407.51
3wW7RyDdlwIU,2,voucher,1,184.91,250.79999999999998
jV9YYZEyvnlo,1,credit_card,1,355.38,471.49
MjFihnS1vpON,1,credit_card,6,361.45,59.50999999999999
7V9XLcHzAYfn,1,wallet,1,6.06,235.45999999999998
AuBb7qctWt7v,1,credit_card,8,54.89,190.65000000000003
N5sRwpvTtdLI,2,voucher,1,408.15,-264.21999999999997
PecyC6HV8JoZ,1,wallet,1,245.57,-194.37
O5MvMtYZ5hZ2,1,wallet,1,207.63,-18.069999999999993
YzHA78hxPpEr,1,wallet,1,317.99,-95.52000000000001
KjiQvTJU8S8X,1,wallet,1,454.76,-374.9
x1q3mTqJpdjd,1,wallet,1,213.62,131.11
uUpDD54WnCIn,1,wallet,1,416.08,-333.03
A07PEbdLYOd2,1,wallet,1,300.6,-191.65000000000003
Cyipwk5vWG3x,1,credit_card,10,483.09,-327.71
be7MKo3aBK61,1,wallet,1,72.75,48.69
FtR4j7HGT9ym,1,voucher,1,8.99,542.41
RMhzkWIGhlgi,1,wallet,1,814.6,-254.89
1njbjQis5hyQ,1,credit_card,4,10.44,297.21
3tzwkBJ6zEzC,1,wallet,1,88.67,4.170000000000002
dYi8TOv546os,1,credit_card,1,178.03,-45.349999999999994
DalJqpIXRf7h,1,credit_card,8,218.54,-57.48999999999998
tHxo7XFRFgLW,1,credit_card,4,85.0,28.5
c9r4HEV0RTgj,1,credit_card,1,292.96,744.98
UvBw4SwoQJRB,1,credit_card,1,252.88,-53.25
wyK6jtvJ16xL,1,credit_card,2,239.57,-176.25
EiXFuDETjvCt,1,credit_card,1,174.35,1979.2199999999998
K1oVpqE3zUwx,1,wallet,1,219.63,-61.849999999999994
Dv0s8f2vFUqU,1,credit_card,1,177.54,-92.03999999999999
wJrshgKMvAcB,1,credit_card,4,461.51,-40.309999999999945
MWQMCtANcjqx,1,wallet,1,165.25,362.12
3gWGURjre1k9,1,wallet,1,131.02,-86.70000000000002
X2XxU4O2Tx0a,1,credit_card,1,164.52,204.18000000000004
skoejxT39Mhk,1,credit_card,2,147.48,31.700000000000017
nQuhlydP4tT7,1,credit_card,1,121.58,121.37000000000002
IR7lClkmmsFu,1,credit_card,1,218.07,-53.44999999999999
aDrOUtRrDrGa,1,credit_card,4,68.92,428.83
6mH1y6y0s8Kd,1,credit_card,10,197.58,488.92999999999995
kd71NXrkYXqo,1,wallet,1,191.49,354.77
02y3zqJ1WrBt,1,credit_card,3,278.18,-173.36
z2ocoD83KedH,1,credit_card,8,44.45,167.32
BOaKoDdw58Hn,1,wallet,1,10.6,76.86000000000001
Xs5z0EEC5dyN,1,credit_card,1,1992.42,-1424.1100000000001
uzBbJAFWDBON,1,credit_card,1,718.64,164.46000000000004
PXR9lD0ia0E9,1,credit_card,5,138.99,713.6899999999999
7FKLbdwucCgM,1,credit_card,10,207.25,-53.870000000000005
Xdin51E8hgmi,1,credit_card,1,246.87,-56.44
yHY2Pkgtbp4U,1,credit_card,5,53.53,382.64
w0j0qsrNozku,1,credit_card,2,20.76,81.36
xIi6QDIPlN3e,1,credit_card,1,159.79,-111.39999999999999
2Ul8OIuJLfBm,4,voucher,1,194.27,1400.0
Z3P2TGms1i43,1,wallet,1,283.65,6.990000000000009
3xDz67LshSJa,1,credit_card,2,157.07,-112.21
vMyb3rok9yvw,1,credit_card,3,86.08,-22.22
zao37NZskChs,1,credit_card,4,187.7,-65.10999999999999
HPz5yrLu6kea,1,credit_card,4,721.71,-564.37
ekUbm7bn07N3,1,credit_card,1,120.98,395.31999999999994
mqSU34a0neTi,1,credit_card,10,618.86,-450.28000000000003
eLe1gmstTEh9,1,credit_card,3,40.21,15.699999999999996
ibslPREdQq9a,2,voucher,1,42.09,377.0
HDV7juEF2UyY,1,wallet,1,106.87,100.13999999999999
zZ5BZzUqnt4r,2,voucher,1,530.99,-387.96000000000004
6m68nV9ljyR0,1,wallet,1,390.59,-278.15
BmxtLBZJA68N,1,wallet,1,73.38,777.3299999999999
6Yf5CYNV3QDv,1,credit_card,4,338.46,-183.87999999999997
R4Cos2uWc4hF,1,credit_card,10,77.6,-34.86
nBPa4onjno46,1,credit_card,1,266.17,-90.02000000000004
YQTRSGuyVnaf,1,credit_card,1,109.44,-2.1200000000000045
asGKzUhJXmPz,3,voucher,1,795.61,-319.57000000000005
vLBfpPuo270v,1,wallet,1,15.61,237.13
KgJzKvO3xYLZ,1,credit_card,1,169.74,-145.88
Q7WbREBv6Kjv,1,credit_card,2,128.56,-62.11
Zv2bEVhJJN41,1,credit_card,5,18.25,424.22
UVZPbHr4YoAQ,1,credit_card,1,1077.41,-189.61000000000013
PPL1nd90nqgw,1,credit_card,1,56.38,227.61
ljxYSdmwiu32,1,credit_card,8,47.01,16.08
xMVWXaAWy6xB,1,credit_card,3,260.08,-165.42
oJA64Rd2zoKc,1,wallet,1,309.61,561.65
Km61BBysekqX,1,credit_card,4,160.16,-90.71
Bx4QbVJFSOUS,1,credit_card,1,59.52,309.28
USLLjfec60K6,1,credit_card,4,88.68,41.22
fbWo6aqZgXuY,1,credit_card,1,441.21,710.8499999999999
obGDEcJpzOwJ,2,voucher,1,1843.85,-1824.1499999999999
tLCBd6ETcTJc,2,voucher,1,47.22,27.33
BDeYa0lTKGvY,1,credit_card,2,110.3,592.7800000000001
FMIXojzcs7qL,1,credit_card,5,157.04,1471.41
38QPQH6qhbNg,1,credit_card,1,73.41,12.030000000000001
em0QajeSK98B,1,credit_card,1,53.8,542.1
NcgGuYmnq6M7,1,wallet,1,133.05,-23.68000000000002
gDprdJuYDMmv,1,wallet,1,60.94,250.48000000000002
RdPmFRpguI55,1,credit_card,4,333.66,-73.27000000000004
TWhTz7scykRq,1,credit_card,1,171.64,2022.9899999999998
bLGbMk0b9nf2,1,wallet,1,126.72,-36.28
cW5DaIcn4B5I,1,credit_card,15,14.36,51.980000000000004
dwA433jgyRox,1,credit_card,1,34.45,465.05
x99nvoRnQBmE,3,voucher,1,105.22,-16.299999999999997
POQ7GxetuHRe,1,credit_card,1,63.79,27.37000000000001
hQdbXgrS3t44,1,credit_card,3,674.34,-433.78000000000003
G4B0RzTVINjT,2,voucher,1,814.6,-744.57
QU87mpMme3Ix,1,credit_card,1,161.97,-146.3
SpScIMdIHL6P,1,credit_card,1,313.22,-225.97000000000003
BtQATdzsCaLH,2,voucher,1,43.14,93.53000000000002
rFx5KsRMvadG,2,credit_card,1,142.11,57.81999999999999
cpiAuudT9fCa,1,credit_card,3,726.06,-512.1199999999999
JI31XEDJy4uO,1,credit_card,1,164.7,183.12
qfjtm0H5zlhi,1,credit_card,1,649.82,450.65999999999997
s6itJ908X0CB,1,wallet,1,144.18,-2.5999999999999943
FG7imaK27SCI,1,credit_card,1,126.94,-98.21
alxc665O2dxV,1,credit_card,4,429.64,-361.27
5yen1kcW7OKn,1,credit_card,10,7.05,355.81
nzpkLSIJLDSt,1,credit_card,4,304.35,-140.09000000000003
dTUYme1ezrVG,2,voucher,1,25.58,1628.92
q4gM6wRAdmkU,1,credit_card,3,573.56,-434.28999999999996
VOI0rdIDguCy,1,credit_card,7,298.18,-158.20000000000002
2xBN6W9OnP71,1,credit_card,10,466.45,99.54000000000002
PA3vm3kWapBM,1,credit_card,3,146.95,180.22000000000003
Q48HL5oB603Q,1,wallet,1,215.98,60.24000000000004
1UpsBFU8fy67,1,credit_card,9,338.77,-267.74
H3GoCT5m6sBB,1,credit_card,2,164.57,-68.03
kXM4DIRofWif,1,credit_card,1,59.49,12.019999999999989
aAPTRdixUJYl,1,wallet,1,349.19,-183.69
D4OaOHEbPJoM,1,credit_card,2,190.99,-108.95000000000002
P7JWyGu4SDvn,1,credit_card,5,646.6,-150.70000000000005
i1UcH9sLyZpf,1,credit_card,3,86.44,-51.51
SDWJGTdRnU9L,1,credit_card,4,205.27,106.1
iTl1WKGRkDOO,1,wallet,1,873.91,-520.25
XoksO3chHAak,1,credit_card,13,130.76,-20.129999999999995
rIN47tIIlrqY,1,wallet,1,211.44,527.3199999999999
Ul6rEImovqUM,1,wallet,1,33.96,386.14
sJ8dSLaN8mhX,1,wallet,1,148.93,631.5899999999999
O6He9eORI3iP,1,credit_card,1,5.78,688.97
u9GUKJKN9oFi,3,voucher,1,57.73,241.04999999999998
APNtmfXcQAss,1,wallet,1,186.71,36.22
XI55CadP8fvt,1,credit_card,3,97.64,264.36
ghGDmHQfbjAy,1,wallet,1,39.09,181.34
aUiwWfkUocKi,1,wallet,1,132.97,75.31
W0vxkREqBXLm,1,credit_card,1,141.06,-7.409999999999997
vbiRzfhwWjri,1,credit_card,8,136.86,-52.91000000000001
Cif27nz5hVmg,1,wallet,1,559.26,-365.90999999999997
UXgD8ZdHnhGs,1,credit_card,2,58.58,665.76
mPcv6MKd7Rj4,1,credit_card,2,510.96,-354.09999999999997
n1u9m1SljRUh,1,credit_card,2,298.2,-200.64999999999998
x7CaIgpTIOad,1,credit_card,1,72.65,306.85
Yl2uwMyQKYM7,1,credit_card,2,39.84,9.439999999999998
kjdMFKagUwOv,1,wallet,1,264.76,-88.03999999999999
uKcZRHZjWRhk,1,voucher,1,33.48,197.9
gH3jnwEvG6sD,1,wallet,1,94.76,10.679999999999993
q45Qi1EUsmhY,1,credit_card,5,90.45,70.14
EdFmBfS4OqUb,1,credit_card,1,28.39,178.3
JvupPNcGs7Ep,1,wallet,1,181.42,124.81000000000003
B2YRAZOWCrUJ,1,credit_card,4,1.53,107.75
Wruv3X0OqqBn,1,credit_card,1,134.71,110.80999999999997
8FYEaJiYcsvB,1,credit_card,4,318.3,-224.98000000000002
NQXvtBbNtJOm,1,credit_card,10,220.8,843.5600000000002
MC8pva99Du1B,1,credit_card,6,36.29,472.65
qKnGQZOzyDg5,1,credit_card,6,159.2,-102.32999999999998
vSrGYha6k6mJ,1,wallet,1,54.94,548.0899999999999
lqXW1hK3D8SY,1,credit_card,6,136.87,-7.610000000000014
cjM1ang4sZMg,1,credit_card,1,88.49,-32.69
Wrq72PKmBOcY,1,credit_card,8,349.1,-231.83000000000004
0aJQcakFC5o6,1,credit_card,7,104.19,56.76999999999998
NZPibmt5ePZJ,1,credit_card,3,36.24,415.21
2sAwaetVw8hv,1,credit_card,1,142.09,138.55999999999997
RpMwPnFQZqJV,2,voucher,1,457.2,-442.26
1ZMKQ2Nsjx6p,1,wallet,1,1198.89,-1038.93
3jnVC0dQIXdv,1,wallet,1,437.84,-262.21
z7KgRUgVS1NR,1,wallet,1,165.79,-81.75999999999999
3FTdv3fTbuNQ,1,credit_card,1,99.72,278.57000000000005
f5CNgGB2yY6z,2,voucher,1,33.48,14.509999999999998
h5zRDdDHqlAg,1,credit_card,3,328.05,-38.74000000000001
f0khoCfTYwGp,1,credit_card,2,451.76,-214.04
gpC0k93r4zSA,1,wallet,1,260.08,-104.06999999999996
zwsnqgvgP9IQ,1,credit_card,8,74.17,-19.17
8ENQYfDyLNKd,1,credit_card,10,50.43,809.3
BsdLwScounpk,1,wallet,1,22.4,59.550000000000004
IkqpRzOGuTmr,1,credit_card,1,173.35,612.6
Cs7UdfTi8AVg,1,credit_card,8,75.44,655.0899999999999
z61lEfzI3Jov,1,credit_card,6,329.1,513.05
2VWRA8Ol6lFn,1,credit_card,2,138.52,9.95999999999998
g2jKHrsAQhIN,1,credit_card,10,204.99,1368.3
t6V9SCbDm4Ea,1,credit_card,4,99.18,394.14
5MiFvhuHvOT3,1,credit_card,6,37.52,171.91
hq8FBBuHfNZA,1,credit_card,6,685.7,-469.89000000000004
ICEWsf6U9H2H,2,voucher,1,126.03,45.29999999999998
g91gcsrl0iFE,1,voucher,1,880.8,-773.0799999999999
whsUGsLgEhpF,1,wallet,1,313.99,-249.54000000000002
sRiHAe3uWdix,1,credit_card,10,51.52,226.98
KGc8LtINL9VT,1,credit_card,1,48.73,31.68
KVrsCIVREz4l,1,wallet,1,82.83,181.15000000000003
3yk5vYfb8y6i,1,credit_card,8,302.37,-97.44
xqtAX5EzFdLl,1,credit_card,1,0.87,177.42
Qh9ezR2GJk3n,1,credit_card,2,277.25,590.3
enkUyrwsKVAD,1,credit_card,5,361.47,494.28
nyLKU1JQDpvv,1,wallet,1,156.81,-138.9
wdztGWiHtdpv,1,credit_card,1,20.76,81.36
M06gyKDGc8DG,1,wallet,1,123.1,-68.34
2QtMbvOtS46s,1,credit_card,6,131.7,27.169999999999987
61SxaCICd9FF,1,credit_card,3,278.38,-228.62
EBu2msDVxXsT,1,credit_card,8,216.47,-44.34
qd3STi3lmRqX,1,wallet,1,301.31,-107.43
VUm05VgdOySE,1,credit_card,1,204.29,-68.98999999999998
OxQTRNQluauS,1,credit_card,8,525.43,-410.3399999999999
H4fwy6lDvOoy,1,credit_card,4,93.45,-50.31
IWXRrB2NXJPf,2,voucher,1,327.42,-219.54000000000002
Yrga9bvLLAiA,1,credit_card,2,881.52,-706.92
1BnO7Z0ELaIH,1,credit_card,5,758.26,-372.07
F1rBQVaaobr4,1,wallet,1,466.97,-406.73
Lott5DcpRDUH,1,credit_card,1,255.24,501.30999999999995
5FX2k5NKZqNp,1,credit_card,3,222.98,80.84
Uu3GT79fFI4R,1,credit_card,2,91.61,655.1899999999999
d8CMSJar38Ir,1,wallet,1,160.53,113.66
mV0xnbgdS29O,1,credit_card,1,19.32,6.699999999999999
9bTbFqsvg6Qg,1,voucher,1,59.56,62.349999999999994
ccs4OpBSNqnQ,1,credit_card,1,180.9,-53.640000000000015
q3UXAVT8s69B,1,credit_card,4,251.59,-80.45000000000002
ooSaQX3zoSWe,1,credit_card,1,36.2,2093.8700000000003
Uby7cUhEwn9O,1,credit_card,2,133.86,23.24999999999997
B8TeUzOSxLKs,1,wallet,1,261.35,-103.70000000000005
9c9VNA9C5TPi,1,credit_card,2,153.05,139.03000000000003
LaMLzKYwOzcD,1,credit_card,3,14.27,319.27000000000004
cmIBS4PvXxnw,1,wallet,1,718.99,-119.40999999999997
fvfdK5oBk61x,1,credit_card,2,149.0,-102.16
cpfvM96bHG5G,1,credit_card,1,78.7,401.46000000000004
DcWDupzhtgI5,1,wallet,1,113.13,-14.689999999999998
gl0I9qxbwoZc,1,credit_card,2,11.22,182.27
QNSwjUrX5M3t,1,credit_card,1,51.37,833.17
6cq8yWKOW7ny,1,credit_card,3,114.84,593.9
cyFqvVyWK2VU,1,debit_card,1,202.38,-2.5
zgTGWmOjvxZr,1,credit_card,5,16.18,62.1
0bPXIOjI7T1n,1,credit_card,6,101.72,639.4
fhtDYslLuXTq,1,credit_card,3,223.3,-68.07
3526tVtlicaK,1,wallet,1,270.02,-155.37999999999997
ma1WfX0QMB1D,1,credit_card,1,772.4,-263.36999999999995
Ct5pPnqpTSlC,1,wallet,1,40.37,164.18
PUyo7eYSG6lE,1,credit_card,6,341.24,-311.16
KxxqJVMwppzn,1,credit_card,1,149.71,-105.12
ZoCdJ3mNvKir,1,wallet,1,78.37,636.74
1y334A3fHTJl,1,credit_card,1,214.76,22.340000000000003
q2Tlbt9EMER5,1,credit_card,2,168.96,-25.81000000000003
DP2tTYsZb84y,1,credit_card,1,94.97,71.17000000000002
B6rEaYHt5C1j,1,credit_card,5,256.59,1061.2900000000002
Z8GbDd0L7v2C,1,credit_card,3,70.5,140.41
jtA3mYlnFLxl,1,credit_card,7,120.64,-1.0700000000000074
jdkxY9TWvq7L,1,credit_card,3,214.16,195.85
zb4WoW8ZRgcH,2,voucher,1,145.48,-82.21
P6Ah3lQP96KL,1,wallet,1,61.47,108.77000000000001
9R4yrZNAcagb,1,wallet,1,225.99,1670.31
gvbKpi4lj4yK,1,credit_card,2,37.9,513.02
wsfmobu6LxVS,4,voucher,1,25.58,39.14999999999999
DVPUY8DetGUH,1,credit_card,1,198.28,65.62999999999997
HzbsrfwkpmKP,1,credit_card,6,525.05,-36.44999999999993
DWIAOHLt9IRx,1,credit_card,2,449.79,-310.22
qUkagjbVSLPC,1,credit_card,4,228.52,-95.19000000000003
sz6dOITfQtYN,1,credit_card,2,56.28,157.18
p1B13XwZo20c,1,credit_card,2,317.57,-150.23999999999998
6z6dmqicKixL,1,credit_card,1,226.31,211.22000000000003
xEySct4h9Hob,1,wallet,1,35.77,803.6800000000001
6Sna9uNkOKng,1,wallet,1,41.0,194.25
DzzGt94axoMw,1,wallet,1,106.34,-66.80000000000001
C07fhU0W9gBS,1,wallet,1,23.15,144.0
MQ1Mdh7CntFS,1,wallet,1,712.29,-449.84
uQBLECJSg48N,1,credit_card,4,436.98,-293.05
kp3hHbYSRCY9,1,wallet,1,546.03,-18.59999999999991
qPlXKLWCANZ1,1,credit_card,1,6.8,70.42
OScFcP0fD4jJ,1,wallet,1,313.99,-249.54000000000002
pVou8BirVTLO,1,credit_card,1,294.3,-258.1
o88jZ48Q7HhG,1,credit_card,5,152.27,-34.13000000000001
KMo0FwqJmXD3,1,credit_card,1,62.48,15.57
mWQVsdaOAEMO,2,voucher,1,50.86,321.35999999999996
KUa9i3ReyQ5W,1,credit_card,4,541.79,-217.07999999999993
bobC9nPUFEok,1,wallet,1,962.41,-433.72
qW3Si6Oi2dWy,1,credit_card,1,36.62,-29.189999999999998
