product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3,weight_volume_ratio
txt94ewOfmCP,toys,225.0,17.0,6.0,15.0,1530.0,0.14705882352941177
6eCTV0qbmlEP,toys,500.0,33.0,13.0,18.0,7722.0,0.06475006475006476
UEwZDaEIiEsj,toys,100.0,18.0,18.0,18.0,5832.0,0.017146776406035666
Q6A88KrdWPhN,toys,7800.0,33.0,35.0,33.0,38115.0,0.20464384100747737
1rh56wgK9WZH,toys,740.0,33.0,13.0,17.0,7293.0,0.10146716029068971
obEhTaU4SgF4,toys,1300.0,25.0,13.0,20.0,6500.0,0.2
EvXg8oSrxhFd,telephony,100.0,16.0,6.0,11.0,1056.0,0.0946969696969697
YR9mZrmN74g9,health_beauty,3600.0,45.0,11.0,15.0,7425.0,0.48484848484848486
9BmP7FeNpXMo,watches_gifts,250.0,16.0,2.0,11.0,352.0,0.7102272727272727
InWCLZ1nuIjx,bed_bath_table,1500.0,37.0,9.0,30.0,9990.0,0.15015015015015015
sZtYTFrHAZII,sports_leisure,1000.0,20.0,20.0,20.0,8000.0,0.125
lvpW1rthG06b,toys,1125.0,27.0,17.0,12.0,5508.0,0.2042483660130719
mQEevxDrK8MF,toys,5900.0,45.0,15.0,35.0,23625.0,0.24973544973544973
PzHVRAZu9i7g,toys,20500.0,58.0,28.0,58.0,94192.0,0.21764056395447595
kdjWWVKR7aS6,toys,375.0,23.0,9.0,20.0,4140.0,0.09057971014492754
pjFO4VHIfUi9,toys,350.0,22.0,5.0,12.0,1320.0,0.26515151515151514
41lsbxfGOOGa,toys,10850.0,58.0,20.0,58.0,67280.0,0.16126634958382877
3GWWXlUHV3fK,toys,850.0,16.0,25.0,20.0,8000.0,0.10625
r4v9LHM4uzzC,toys,300.0,25.0,10.0,15.0,3750.0,0.08
2crsQbUYunxO,office_furniture,20500.0,58.0,28.0,58.0,94192.0,0.21764056395447595
kGkmuEhN2ko6,health_beauty,500.0,20.0,12.0,13.0,3120.0,0.16025641025641027
IclHAxztKMbL,cine_photo,350.0,16.0,14.0,24.0,5376.0,0.06510416666666667
jm5QQDFq1dpL,toys,1100.0,30.0,20.0,20.0,12000.0,0.09166666666666666
LlmG8GSb8tcJ,toys,500.0,35.0,10.0,12.0,4200.0,0.11904761904761904
cPfYTYwOq25G,toys,1100.0,16.0,30.0,11.0,5280.0,0.20833333333333334
96RfPUKYNJzD,toys,300.0,26.0,5.0,18.0,2340.0,0.1282051282051282
WpztHNUv6tEq,toys,200.0,21.0,8.0,17.0,2856.0,0.0700280112044818
oI8LLxJasHBW,toys,250.0,23.0,11.0,13.0,3289.0,0.07601094557616296
UocMAW5JExq5,pet_shop,300.0,20.0,20.0,20.0,8000.0,0.0375
YRolJTXpxzic,toys,1050.0,40.0,20.0,20.0,16000.0,0.065625
9mBSWreMsFM5,toys,391.0,21.0,19.0,17.0,6783.0,0.05764411027568922
lDzCl1iW5PLG,toys,1050.0,40.0,10.0,40.0,16000.0,0.065625
DxFxaUc3epSM,sports_leisure,600.0,18.0,11.0,11.0,2178.0,0.27548209366391185
wBYGVNSARU8c,toys,15000.0,91.0,14.0,91.0,115934.0,0.12938395983921885
p0ZvSBV027Dn,toys,1000.0,50.0,10.0,12.0,6000.0,0.16666666666666666
2KjxasJWWm8P,toys,250.0,32.0,5.0,16.0,2560.0,0.09765625
WDmLXHT585lL,furniture_decor,15800.0,50.0,40.0,50.0,100000.0,0.158
FzPnQfPrv6cT,toys,850.0,25.0,11.0,18.0,4950.0,0.1717171717171717
yRWgyPgzv0iW,toys,11100.0,16.0,16.0,11.0,2816.0,3.9417613636363638
N7VHMfJsPFVG,toys,300.0,16.0,13.0,13.0,2704.0,0.11094674556213018
QzO8dMiPZQFN,toys,633.0,32.0,17.0,16.0,8704.0,0.07272518382352941
emOwJ9WuToPB,toys,322.0,16.0,11.0,15.0,2640.0,0.12196969696969696
rei9AT5PFyeh,baby,300.0,23.0,4.0,23.0,2116.0,0.14177693761814744
cTli4Nxokoij,toys,23900.0,47.0,34.0,48.0,76704.0,0.31158740091781395
19xqHfHzWuou,toys,1400.0,31.0,36.0,31.0,34596.0,0.040467106023817784
Lenbn2gSOnBO,toys,100.0,18.0,8.0,13.0,1872.0,0.053418803418803416
QEGKBqAGjN7c,toys,800.0,35.0,8.0,25.0,7000.0,0.11428571428571428
s2hCQFbtuChw,toys,5750.0,20.0,30.0,15.0,9000.0,0.6388888888888888
KtZztZU0K1jx,toys,13900.0,62.0,62.0,20.0,76880.0,0.18080124869927158
QOq3HlNo8gLz,baby,600.0,23.0,18.0,26.0,10764.0,0.055741360089186176
SGRveivBATI2,perfumery,1450.0,20.0,25.0,20.0,10000.0,0.145
RFS8taiXZRYc,toys,482.0,52.0,4.0,14.0,2912.0,0.16552197802197802
yi9tFsQrmQLH,toys,8550.0,40.0,32.0,40.0,51200.0,0.1669921875
Q8vcW5cWBhKB,toys,2600.0,32.0,52.0,19.0,31616.0,0.08223684210526316
R9e2ujBwqzQY,toys,200.0,16.0,15.0,20.0,4800.0,0.041666666666666664
uBMlwONRHPJG,toys,400.0,19.0,7.0,12.0,1596.0,0.2506265664160401
jQkxIH2rArHm,toys,150.0,16.0,6.0,11.0,1056.0,0.14204545454545456
RLZUd2Vz4mtX,toys,1600.0,28.0,13.0,21.0,7644.0,0.20931449502878074
ycdfP8d8QKtH,toys,200.0,16.0,10.0,11.0,1760.0,0.11363636363636363
SYyCDsJxT0zm,toys,1500.0,50.0,20.0,50.0,50000.0,0.03
TCRsa4tRSNk9,toys,1200.0,30.0,30.0,16.0,14400.0,0.08333333333333333
WVrljl4DHPcu,toys,200.0,20.0,2.0,14.0,560.0,0.35714285714285715
36vJ8yLMuGUy,toys,12500.0,83.0,21.0,43.0,74949.0,0.16678007711910767
5zJ4AmjrhzlR,toys,600.0,20.0,6.0,20.0,2400.0,0.25
djNfk4eYbABT,toys,150.0,16.0,2.0,20.0,640.0,0.234375
oUYpjj9kP1X7,toys,1075.0,30.0,24.0,18.0,12960.0,0.08294753086419752
FUttqJnks2xF,toys,5690.0,33.0,28.0,19.0,17556.0,0.32410571884256095
I2Jux10HZh8v,toys,100.0,16.0,22.0,24.0,8448.0,0.011837121212121212
SvDoJ6mjsKOO,toys,1450.0,35.0,15.0,25.0,13125.0,0.11047619047619048
NP3OSMs07lD7,books_general_interest,625.0,14.0,13.0,14.0,2548.0,0.24529042386185243
i17vysEB0n1w,toys,2300.0,53.0,40.0,22.0,46640.0,0.049313893653516294
GJxUzM1hoQHw,toys,5000.0,45.0,10.0,45.0,20250.0,0.24691358024691357
dPh1dk6qI4Tk,toys,400.0,50.0,11.0,11.0,6050.0,0.06611570247933884
6ES2SH8OFkE9,toys,1000.0,40.0,5.0,25.0,5000.0,0.2
ItbJ0cLhjzoH,consoles_games,100.0,16.0,3.0,11.0,528.0,0.1893939393939394
UDlqugw86KSG,toys,450.0,16.0,2.0,11.0,352.0,1.2784090909090908
UhBalGQGnZQV,toys,50.0,20.0,8.0,14.0,2240.0,0.022321428571428572
9mu7lf3LdEcj,watches_gifts,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
rrcygkPLmeB4,toys,1050.0,45.0,15.0,35.0,23625.0,0.044444444444444446
C8Sgj8AiiG6u,toys,1350.0,32.0,52.0,19.0,31616.0,0.0426998987854251
21lkRGgrrr0V,toys,225.0,18.0,18.0,18.0,5832.0,0.038580246913580245
up7y51QHoSoH,toys,2000.0,75.0,7.0,50.0,26250.0,0.0761904761904762
VFzHpfUcMaJf,toys,100.0,21.0,9.0,14.0,2646.0,0.03779289493575208
hCCgQKNa6SFy,toys,350.0,21.0,21.0,15.0,6615.0,0.05291005291005291
kHraP9KJX59L,toys,300.0,30.0,2.0,22.0,1320.0,0.22727272727272727
6ziFKGPNM1u5,toys,100.0,22.0,9.0,18.0,3564.0,0.028058361391694726
IFmCYjlZKJ1c,toys,900.0,40.0,4.0,30.0,4800.0,0.1875
MoYprkSjvg0w,toys,100.0,20.0,6.0,15.0,1800.0,0.05555555555555555
PmMFFzY5zuYW,auto,3750.0,33.0,20.0,33.0,21780.0,0.1721763085399449
AjIwGpIAtLWy,toys,200.0,16.0,11.0,11.0,1936.0,0.10330578512396695
a8GS44H9e4XE,toys,3525.0,30.0,11.0,30.0,9900.0,0.3560606060606061
g55ZgUzvKKS8,sports_leisure,600.0,23.0,11.0,20.0,5060.0,0.11857707509881422
VwdKgxkP6hE2,toys,750.0,16.0,8.0,16.0,2048.0,0.3662109375
nVtKqwSUJl86,toys,9500.0,35.0,8.0,35.0,9800.0,0.9693877551020408
PYr1eHIzff49,stationery,500.0,28.0,12.0,21.0,7056.0,0.07086167800453515
IHq2hGC8CZNC,furniture_decor,300.0,16.0,2.0,11.0,352.0,0.8522727272727273
TEsbsU4QAObL,telephony,200.0,19.0,4.0,11.0,836.0,0.23923444976076555
rJW1EXhVTcuC,toys,600.0,28.0,21.0,22.0,12936.0,0.04638218923933209
P3sk4WOGj7ZT,luggage_accessories,550.0,16.0,30.0,20.0,9600.0,0.057291666666666664
AfsZcgymg92k,toys,400.0,35.0,5.0,25.0,4375.0,0.09142857142857143
mHnGBexGXEUa,toys,300.0,17.0,9.0,16.0,2448.0,0.12254901960784313
yJHupljVJ3su,telephony,300.0,16.0,5.0,11.0,880.0,0.3409090909090909
8Sb9ojs2o0Gd,toys,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
Gk3yklIvaRrj,toys,200.0,17.0,4.0,12.0,816.0,0.24509803921568626
1euIgANPINvc,toys,1363.0,68.0,19.0,48.0,62016.0,0.021978199174406604
9C1HaGsnfRgb,toys,800.0,16.0,27.0,16.0,6912.0,0.11574074074074074
z2L1NmpuKvkj,toys,4267.0,47.0,23.0,31.0,33511.0,0.1273313240428516
CMikMFUvYvGg,pet_shop,2500.0,65.0,50.0,45.0,146250.0,0.017094017094017096
ByeaVJpIhvsZ,christmas_supplies,200.0,16.0,8.0,11.0,1408.0,0.14204545454545456
GUGfDMlIctV2,toys,13650.0,50.0,50.0,50.0,125000.0,0.1092
puLws3PBVXeb,toys,1202.0,44.0,24.0,23.0,24288.0,0.049489459815546775
I8SDkQqDwsm9,toys,150.0,24.0,17.0,17.0,6936.0,0.02162629757785467
D2eukZyGo4HU,computers_accessories,100.0,20.0,3.0,15.0,900.0,0.1111111111111111
xdaNFa3G9nWD,toys,22800.0,83.0,31.0,53.0,136369.0,0.16719342372533347
S7j5QxhCfHXZ,toys,5450.0,40.0,16.0,30.0,19200.0,0.2838541666666667
7qHK850JRYvZ,toys,750.0,31.0,15.0,26.0,12090.0,0.062034739454094295
3Qg9gUhGEhHx,toys,14200.0,37.0,40.0,34.0,50320.0,0.2821939586645469
44BjoYhoUvO2,toys,1000.0,20.0,15.0,18.0,5400.0,0.18518518518518517
hTZfS5oimS9z,sports_leisure,500.0,24.0,16.0,16.0,6144.0,0.08138020833333333
I7qv5hEhjjqo,toys,375.0,18.0,11.0,14.0,2772.0,0.13528138528138528
f1qdxvi5kvF4,toys,650.0,27.0,9.0,18.0,4374.0,0.14860539551897575
BK6FNptp0q5L,toys,211.0,16.0,22.0,11.0,3872.0,0.05449380165289256
hiGwewyS0YJr,toys,700.0,25.0,15.0,18.0,6750.0,0.1037037037037037
My63PKM7BJdU,toys,325.0,23.0,17.0,18.0,7038.0,0.046177891446433646
ZpfnRKuaPYTC,toys,3550.0,52.0,11.0,20.0,11440.0,0.3103146853146853
w3Z3ArGTQHZz,toys,2075.0,32.0,28.0,29.0,25984.0,0.07985683497536945
ikvj9oDuAFhZ,toys,500.0,17.0,5.0,13.0,1105.0,0.45248868778280543
rv1aC4Ckn4CM,toys,200.0,16.0,14.0,11.0,2464.0,0.08116883116883117
ypqc3IbUT7Bq,toys,900.0,18.0,51.0,35.0,32130.0,0.028011204481792718
YB67rYXJyZhu,toys,150.0,27.0,9.0,27.0,6561.0,0.022862368541380886
0B46v6k4BDKd,toys,600.0,39.0,21.0,11.0,9009.0,0.06660006660006661
jREMDA7qKD3g,toys,1750.0,30.0,30.0,30.0,27000.0,0.06481481481481481
XPzORbBTkzQS,computers_accessories,450.0,42.0,3.0,15.0,1890.0,0.23809523809523808
JnIlDz7DqG32,toys,14000.0,45.0,15.0,35.0,23625.0,0.5925925925925926
ACd3XWEtIYh0,computers_accessories,950.0,25.0,11.0,15.0,4125.0,0.23030303030303031
u6GhlslcKuZj,toys,700.0,20.0,6.0,16.0,1920.0,0.3645833333333333
bBgO6i96IlEu,sports_leisure,400.0,19.0,11.0,37.0,7733.0,0.0517263675158412
iGtgPG80Qbqk,toys,250.0,19.0,14.0,14.0,3724.0,0.06713211600429646
47YH0cB1Z5DP,toys,9650.0,57.0,55.0,22.0,68970.0,0.1399159054661447
8QkUJqmE43Ag,toys,500.0,20.0,30.0,15.0,9000.0,0.05555555555555555
CHV7TWfEaIJd,fashion_bags_accessories,13600.0,26.0,60.0,40.0,62400.0,0.21794871794871795
EZFKKWM09AJx,toys,100.0,18.0,8.0,14.0,2016.0,0.0496031746031746
am674MTNzdE7,toys,250.0,23.0,3.0,18.0,1242.0,0.20128824476650564
tbnbbvv7Sts7,toys,800.0,26.0,15.0,16.0,6240.0,0.1282051282051282
OO7DI0vv6C6v,toys,10500.0,36.0,47.0,36.0,60912.0,0.17237982663514578
2reflb9wWJKW,toys,1600.0,35.0,10.0,35.0,12250.0,0.1306122448979592
IRrQ0GugYqe7,fashion_bags_accessories,200.0,16.0,3.0,15.0,720.0,0.2777777777777778
zCLPeH5JTCQR,toys,550.0,32.0,42.0,12.0,16128.0,0.034102182539682536
4u8lgFPJFamm,toys,3000.0,36.0,31.0,31.0,34596.0,0.08671522719389525
sbA77BB5JRdE,sports_leisure,2950.0,36.0,38.0,36.0,49248.0,0.059900909681611436
fjPE26YiS6Ao,toys,300.0,27.0,10.0,16.0,4320.0,0.06944444444444445
FdgU3b7B2FzW,toys,100.0,28.0,16.0,16.0,7168.0,0.013950892857142858
kELOXASPxEa2,toys,500.0,20.0,16.0,20.0,6400.0,0.078125
V4G0pCv0PPcu,toys,625.0,16.0,11.0,11.0,1936.0,0.3228305785123967
GUVOKuWnODYA,toys,8500.0,45.0,25.0,45.0,50625.0,0.16790123456790124
pUyXU0bRBPLH,toys,300.0,16.0,2.0,11.0,352.0,0.8522727272727273
11062HqQAYDu,toys,2100.0,45.0,15.0,35.0,23625.0,0.08888888888888889
qprVgzjWRCBg,bed_bath_table,1300.0,50.0,12.0,12.0,7200.0,0.18055555555555555
QgPbnYUK3dFZ,toys,600.0,21.0,18.0,20.0,7560.0,0.07936507936507936
JDKBLDGyFYAU,toys,2300.0,31.0,37.0,31.0,35557.0,0.06468487217706781
0DGUzA0AK20e,toys,750.0,25.0,13.0,31.0,10075.0,0.07444168734491315
qlzvhODRt81l,toys,450.0,36.0,6.0,26.0,5616.0,0.08012820512820513
qMxA35uSoApt,housewares,1950.0,40.0,16.0,16.0,10240.0,0.1904296875
4SDgDNhaID9o,toys,600.0,16.0,10.0,11.0,1760.0,0.3409090909090909
RKSMxYmTAfwI,toys,400.0,60.0,7.0,11.0,4620.0,0.08658008658008658
xPf2e5d18yti,toys,1100.0,42.0,25.0,15.0,15750.0,0.06984126984126984
FmZUyBrjx9xa,toys,450.0,16.0,10.0,13.0,2080.0,0.21634615384615385
LR8gOrcwpuMG,toys,800.0,17.0,10.0,23.0,3910.0,0.20460358056265984
1aTtM1RdTmmQ,toys,1250.0,18.0,20.0,18.0,6480.0,0.19290123456790123
hjaQfg7LynCv,toys,720.0,32.0,4.0,26.0,3328.0,0.21634615384615385
qSor5QN5DTZb,toys,650.0,16.0,11.0,11.0,1936.0,0.3357438016528926
GS6rXDdh3bxg,toys,2250.0,55.0,13.0,25.0,17875.0,0.1258741258741259
K2CX2F06Cbea,toys,567.0,19.0,14.0,15.0,3990.0,0.14210526315789473
4bpVxxiQKKMK,toys,150.0,18.0,18.0,15.0,4860.0,0.030864197530864196
QLBNd57n5epK,toys,100.0,22.0,5.0,17.0,1870.0,0.053475935828877004
oXRgSAXVwLnj,toys,850.0,45.0,10.0,35.0,15750.0,0.05396825396825397
X9AXXlV3v8Rl,toys,1800.0,28.0,8.0,15.0,3360.0,0.5357142857142857
IZaNFjfYt7y7,toys,150.0,16.0,6.0,11.0,1056.0,0.14204545454545456
jVZWjPV0oXVu,toys,500.0,26.0,17.0,17.0,7514.0,0.06654245408570668
aDJvpJNrr1zr,toys,200.0,24.0,9.0,14.0,3024.0,0.06613756613756613
v58s5MuJiHgg,stationery,550.0,16.0,10.0,15.0,2400.0,0.22916666666666666
8swFHg9JyBs6,toys,6000.0,95.0,16.0,38.0,57760.0,0.1038781163434903
EDhMSf3yEeSu,toys,2350.0,26.0,26.0,16.0,10816.0,0.2172707100591716
392iPaQwKzm5,musical_instruments,3750.0,18.0,30.0,27.0,14580.0,0.257201646090535
L2D7DXH5tfiX,toys,6000.0,44.0,28.0,25.0,30800.0,0.19480519480519481
MuHVVUXQ1mYq,toys,11400.0,58.0,28.0,58.0,94192.0,0.1210293867844403
5VPSgwT1sjPo,toys,8850.0,56.0,11.0,32.0,19712.0,0.4489650974025974
MGdBShNSpxbc,furniture_decor,500.0,20.0,10.0,15.0,3000.0,0.16666666666666666
g94nabHBHYrH,toys,1538.0,24.0,22.0,19.0,10032.0,0.15330940988835726
Z1CRfm5IkjOg,telephony,450.0,19.0,12.0,14.0,3192.0,0.14097744360902256
pkCwHbBBRZFT,computers_accessories,500.0,16.0,16.0,16.0,4096.0,0.1220703125
suyG0VPGfnBu,toys,4800.0,50.0,14.0,33.0,23100.0,0.2077922077922078
rW70W1SLI1ud,books_general_interest,200.0,35.0,6.0,24.0,5040.0,0.03968253968253968
R1uk5G8rTgoL,toys,200.0,16.0,5.0,11.0,880.0,0.22727272727272727
yt9IyCkYhiXr,perfumery,400.0,16.0,20.0,15.0,4800.0,0.08333333333333333
VPs0tTCG7Ul1,toys,320.0,17.0,10.0,12.0,2040.0,0.1568627450980392
oNZwkbMS6Q8B,toys,1550.0,47.0,12.0,37.0,20868.0,0.07427640406363811
pLdPCwd2hYgW,toys,2000.0,75.0,35.0,13.0,34125.0,0.05860805860805861
VI10Vr8k5zqD,furniture_decor,3000.0,69.0,11.0,11.0,8349.0,0.35932446999640677
WnpU5HltXg22,toys,1200.0,40.0,10.0,30.0,12000.0,0.1
uR0EhpCMW4Bw,toys,5850.0,46.0,13.0,43.0,25714.0,0.2275025278058645
JEZLswaD34Iz,toys,2500.0,44.0,10.0,32.0,14080.0,0.17755681818181818
khLpzHytDsq8,sports_leisure,200.0,21.0,25.0,21.0,11025.0,0.018140589569160998
UFEPpgaqlOSf,toys,1600.0,16.0,35.0,35.0,19600.0,0.08163265306122448
xcxrNQiuWwhr,toys,2800.0,41.0,12.0,57.0,28044.0,0.09984310369419484
o1lDON4R7ISJ,stationery,11500.0,40.0,40.0,40.0,64000.0,0.1796875
o6R5XePkkYuq,toys,900.0,18.0,18.0,18.0,5832.0,0.15432098765432098
DclGbQjGchdu,toys,2450.0,81.0,7.0,40.0,22680.0,0.10802469135802469
ALT7v7ZVNoLp,health_beauty,150.0,16.0,3.0,15.0,720.0,0.20833333333333334
ROjmGTYV8JSo,housewares,3750.0,20.0,40.0,40.0,32000.0,0.1171875
wkIDGPukxEDi,toys,133.0,21.0,12.0,19.0,4788.0,0.027777777777777776
Q2QtUi28wdMv,toys,350.0,30.0,5.0,24.0,3600.0,0.09722222222222222
G18djaMVBE58,fashion_bags_accessories,600.0,16.0,11.0,11.0,1936.0,0.30991735537190085
tqL5Rb9L3GZ7,toys,500.0,25.0,15.0,20.0,7500.0,0.06666666666666667
TZ1xJRNmlJpL,toys,50.0,16.0,29.0,11.0,5104.0,0.009796238244514107
0Pu9g6utKEyN,toys,2150.0,16.0,26.0,26.0,10816.0,0.19877958579881658
anoYGxuYUu2p,toys,1100.0,16.0,10.0,16.0,2560.0,0.4296875
TdkbfqAVEMjI,garden_tools,458.0,20.0,13.0,32.0,8320.0,0.05504807692307692
QCNduU7hO7hb,furniture_decor,800.0,35.0,15.0,20.0,10500.0,0.0761904761904762
lUQPBqQ1trxm,toys,15250.0,80.0,20.0,33.0,52800.0,0.28882575757575757
X5GVmizeCs0P,toys,700.0,31.0,14.0,31.0,13454.0,0.05202913631633715
vVww8LnHEv7r,toys,1450.0,40.0,20.0,20.0,16000.0,0.090625
WEC6hINLe2mY,toys,450.0,16.0,20.0,16.0,5120.0,0.087890625
m5p4ORuAn1F8,toys,350.0,25.0,16.0,16.0,6400.0,0.0546875
ff26GDn7S6E0,toys,800.0,30.0,12.0,30.0,10800.0,0.07407407407407407
dOk7051QHAxT,health_beauty,11450.0,80.0,26.0,26.0,54080.0,0.2117233727810651
YKbQKeyJM9d4,toys,700.0,16.0,20.0,20.0,6400.0,0.109375
XncRasUdfbRf,toys,430.0,20.0,8.0,16.0,2560.0,0.16796875
pMAnYHkK1Lvf,housewares,3150.0,34.0,18.0,19.0,11628.0,0.2708978328173375
3xPHvLgx9Raq,toys,400.0,16.0,92.0,16.0,23552.0,0.016983695652173912
A5D6OewChGxC,health_beauty,2150.0,28.0,32.0,11.0,9856.0,0.21814123376623376
fBYj5IaDTnBd,furniture_decor,12333.0,55.0,54.0,19.0,56430.0,0.2185539606592238
L2IoSdUIKXVX,toys,20250.0,50.0,76.0,32.0,121600.0,0.16652960526315788
hSlTsj7Dfwio,toys,700.0,25.0,25.0,25.0,15625.0,0.0448
XicPOT40hSxE,electronics,501.0,19.0,10.0,91.0,17290.0,0.028976286871023712
lv8nP7zzKOfc,furniture_decor,300.0,52.0,3.0,35.0,5460.0,0.054945054945054944
vUO1f5A4oNa6,toys,850.0,29.0,3.0,21.0,1827.0,0.4652435686918446
qjgEetMnxEVB,toys,1500.0,30.0,15.0,20.0,9000.0,0.16666666666666666
ratgNeIu5uuk,food_drink,250.0,16.0,2.0,12.0,384.0,0.6510416666666666
wjAQNYT3s2Kr,telephony,200.0,16.0,15.0,15.0,3600.0,0.05555555555555555
Ri0UV7N7Oj53,toys,850.0,40.0,5.0,11.0,2200.0,0.38636363636363635
iJdP0fKYsE8c,health_beauty,250.0,27.0,5.0,16.0,2160.0,0.11574074074074074
KJqp1HmjSE6T,pet_shop,18050.0,70.0,40.0,37.0,103600.0,0.17422779922779924
fnn20ZSnks0y,arts_and_craftmanship,350.0,32.0,2.0,28.0,1792.0,0.1953125
sfoLRwgDzOU7,auto,3100.0,21.0,21.0,21.0,9261.0,0.334737069430947
HPhuwVZlYHSn,toys,1525.0,68.0,9.0,36.0,22032.0,0.06921750181554102
DoO94sYzd6k1,toys,1233.0,24.0,10.0,13.0,3120.0,0.3951923076923077
IvqSigVNpeqR,pet_shop,5000.0,40.0,20.0,50.0,40000.0,0.125
13CVC5yCAxfs,toys,4500.0,68.0,53.0,11.0,39644.0,0.11351024114620119
mAQnBnmbtRch,toys,1450.0,25.0,15.0,25.0,9375.0,0.15466666666666667
uFfPpV8pED38,toys,3700.0,21.0,16.0,31.0,10416.0,0.35522273425499235
pwcvHB8k6PjJ,pet_shop,200.0,20.0,7.0,14.0,1960.0,0.10204081632653061
cnYY63Y5nwwl,toys,300.0,30.0,15.0,20.0,9000.0,0.03333333333333333
kTc8V664u5bV,toys,1700.0,30.0,5.0,30.0,4500.0,0.37777777777777777
GdK2nvGgLfBL,garden_tools,1625.0,45.0,30.0,30.0,40500.0,0.040123456790123455
Dz4XQ9r6t4Hg,toys,1068.0,26.0,16.0,27.0,11232.0,0.09508547008547008
Rn36SMR5YEG8,pet_shop,417.0,19.0,17.0,16.0,5168.0,0.08068885448916409
1JnyLtDVfD5C,toys,4000.0,22.0,12.0,22.0,5808.0,0.6887052341597796
vtQm4eqTJE3J,toys,650.0,26.0,17.0,26.0,11492.0,0.05656108597285068
lHeecQzSwMox,health_beauty,400.0,22.0,19.0,21.0,8778.0,0.0455684666210982
Wg3DVPhY6lsG,toys,500.0,16.0,26.0,11.0,4576.0,0.10926573426573427
oMaqMnrpsszt,baby,1467.0,32.0,23.0,30.0,22080.0,0.06644021739130435
Ib7CcEB9MpCn,construction_tools_construction,1250.0,30.0,10.0,20.0,6000.0,0.20833333333333334
qN1i3du3eAzM,baby,1450.0,35.0,15.0,25.0,13125.0,0.11047619047619048
MScG4CWaslUU,auto,50.0,20.0,4.0,16.0,1280.0,0.0390625
e87hBNv0DnMi,toys,2600.0,80.0,12.0,22.0,21120.0,0.12310606060606061
3a5s0qJ0kyAZ,toys,500.0,16.0,11.0,11.0,1936.0,0.25826446280991733
dvSAFh7Fvda8,toys,2000.0,45.0,15.0,35.0,23625.0,0.08465608465608465
BBUk3rKYJbQZ,housewares,1300.0,16.0,30.0,12.0,5760.0,0.22569444444444445
ooSO6mxpjNuZ,toys,900.0,37.0,23.0,35.0,29785.0,0.030216551955682392
ut5GxlcqmJ86,toys,10925.0,50.0,31.0,48.0,74400.0,0.14684139784946237
R7sG2qqocYqC,toys,300.0,18.0,9.0,14.0,2268.0,0.13227513227513227
dnScyJq7iEeT,toys,750.0,27.0,9.0,18.0,4374.0,0.17146776406035666
k7kv2jql7xir,furniture_decor,350.0,22.0,6.0,15.0,1980.0,0.17676767676767677
3KX5pap44l3S,toys,900.0,20.0,11.0,16.0,3520.0,0.2556818181818182
pM7RjfxwDvfN,party_supplies,4500.0,102.0,12.0,12.0,14688.0,0.30637254901960786
K7VwTBHExfuD,furniture_decor,300.0,80.0,10.0,60.0,48000.0,0.00625
5nbzVEiCTi2p,fashion_bags_accessories,200.0,16.0,2.0,11.0,352.0,0.5681818181818182
MsDwkTjwZnhR,toys,9400.0,45.0,39.0,33.0,57915.0,0.16230682897349563
tlJOVlNiobOe,toys,5300.0,18.0,17.0,15.0,4590.0,1.1546840958605664
YipJnIXL3ICr,toys,1025.0,21.0,9.0,21.0,3969.0,0.2582514487276392
MkXoTchH8Gbn,toys,500.0,45.0,15.0,35.0,23625.0,0.021164021164021163
tE7JtzCJzNFj,toys,1400.0,50.0,30.0,30.0,45000.0,0.03111111111111111
c8Zg9AM7pU9M,toys,1700.0,50.0,7.0,39.0,13650.0,0.12454212454212454
8hw6FEmxhWLk,toys,2100.0,30.0,30.0,25.0,22500.0,0.09333333333333334
LjWhBUSg6Ef6,toys,500.0,30.0,11.0,20.0,6600.0,0.07575757575757576
PjfIe7OYt1IE,toys,5400.0,65.0,7.0,27.0,12285.0,0.43956043956043955
gFWXu9Br4Nie,toys,1200.0,26.0,26.0,26.0,17576.0,0.06827492034592626
VwuSVIorYRku,toys,500.0,20.0,30.0,20.0,12000.0,0.041666666666666664
aKu480YXUhg0,toys,3000.0,34.0,20.0,30.0,20400.0,0.14705882352941177
gPgHtwxWbfCg,toys,150.0,16.0,2.0,11.0,352.0,0.42613636363636365
GUvoHvLPmXmY,sports_leisure,415.0,19.0,19.0,19.0,6859.0,0.06050444671234874
APkuNJWSmkeM,toys,550.0,17.0,17.0,17.0,4913.0,0.11194789334418889
OG5WDZQLMnCG,furniture_decor,1500.0,25.0,33.0,25.0,20625.0,0.07272727272727272
ddlFjHlr8A6T,perfumery,150.0,16.0,2.0,11.0,352.0,0.42613636363636365
GkjNpHk3O3uP,toys,900.0,40.0,20.0,20.0,16000.0,0.05625
P9LuRk8lT0M3,toys,2300.0,23.0,11.0,11.0,2783.0,0.8264462809917356
8Uzzj7onVUxS,auto,2140.0,38.0,38.0,36.0,51984.0,0.041166512773160975
A5RkVMl9mPpB,toys,6100.0,20.0,50.0,50.0,50000.0,0.122
2KIx6Gs28bTB,housewares,100.0,17.0,28.0,11.0,5236.0,0.019098548510313215
ZzBBvk6jqYvz,toys,900.0,40.0,24.0,33.0,31680.0,0.028409090909090908
